Juhtumi nr,Toimumisaeg,Isikuid,Hukkunuid,Sõidukeid,Vigastatuid,Maakond,Omavalitsus,Asula,Liiklusõnnetuse liik,Liiklusõnnetuse liik (detailne),Joobes mootorsõidukijuhi osalusel,Kergliikurijuhi osalusel,Jalakäija osalusel,Kaassõitja osalusel,Maastikusõiduki juhi osalusel,Eaka (65+) mootorsõidukijuhi osalusel,Bussijuhi osalusel,Veoautojuhi osalusel,Ühissõidukijuhi osalusel,Sõiduautojuhi osalusel,Mootorratturi osalusel,Mopeedijuhi osalusel,Jalgratturi osalusel,Alaealise osalusel,Esmase juhiloa omaniku osalusel,Turvavarustust mitte kasutanud isiku osalusel,Mootorsõidukijuhi osalusel,X koordinaat,Y koordinaat
2101240006229,12/01/2024,17,0,22,5,Harju maakond,Rae vald,EI,Kokkupõrge,Kokkupõrge ees liikuva sõidukiga,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,6578214.0,547757.0
3100210606869,29/09/2021,3,0,2,1,Ida-Viru maakond,Jõhvi vald,EI,Kokkupõrge,Sõidukite külgkokkupõrge,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,6585627.3,696804.0
2502140022737,31/08/2014,2,0,2,1,Pärnu maakond,Häädemeeste vald,EI,Kokkupõrge,Sõidukite külgkokkupõrge,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,6438462.5,529726.7
3140170029504,21/05/2017,3,0,2,1,Pärnu maakond,Pärnu linn,EI,Kokkupõrge,Kokkupõrge ees seisva sõidukiga,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,6482289.0,519362.2
3100220492234,18/08/2022,3,0,2,2,Järva maakond,Järva vald,EI,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,6557186.5,601341.2
3100210320336,11/06/2021,5,0,2,1,Ida-Viru maakond,Toila vald,EI,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,6589703.8,688035.0
3100210134162,15/03/2021,4,0,3,1,Tartu maakond,Tartu linn,EI,Kokkupõrge,Kokkupõrge ees seisva sõidukiga,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,6473949.0,656960.0
3100170166111,08/08/2017,3,1,2,1,Saare maakond,Saaremaa vald,EI,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,6459369.4,412499.1
2101240005442,10/01/2024,2,0,1,1,Pärnu maakond,Pärnu linn,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6472471.0,528886.0
2101240020628,07/02/2024,2,0,1,1,Saare maakond,Saaremaa vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6458636.0,410856.0
2602120033479,05/04/2012,2,0,1,1,Viljandi maakond,Viljandi vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6474939.0,593101.0
2302120356008,13/12/2012,2,0,1,1,Harju maakond,Jõelähtme vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6583537.0,567974.0
2602120008108,23/01/2012,2,0,0,1,Põlva maakond,Põlva vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6450420.0,687534.0
2502110092229,01/12/2011,2,0,1,1,Pärnu maakond,Pärnu linn,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6473654.0,524509.0
2602120013503,10/02/2012,2,1,1,0,Tartu maakond,Tartu vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6477310.0,659006.0
2602120119240,31/10/2012,2,1,1,0,Jõgeva maakond,Jõgeva vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6515217.0,637407.0
2302120359816,17/12/2012,3,1,3,0,Harju maakond,Lääne-Harju vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6576546.0,521496.0
2101240038906,11/03/2024,2,0,1,1,Valga maakond,Valga vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6405652.0,621961.0
2101240012918,24/01/2024,3,0,2,1,Ida-Viru maakond,Alutaguse vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6559772.0,690977.0
2610230004750,16/07/2023,2,0,1,1,Võru maakond,Võru vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6411521.0,691408.0
3100190121636,08/03/2019,2,0,1,1,Ida-Viru maakond,Jõhvi vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6584991.0,694517.0
3100180724580,21/12/2018,2,0,1,1,Tartu maakond,Tartu vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6477559.0,658926.0
3120160003193,12/01/2016,2,0,1,1,Tartu maakond,Tartu linn,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6471699.0,659833.0
3100170437751,29/12/2017,2,0,1,1,Tartu maakond,Tartu linn,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6471293.0,657400.0
3100180234350,15/05/2018,2,0,1,1,Lääne maakond,Lääne-Nigula vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6539198.0,482512.0
2101230090810,30/07/2023,3,0,1,1,Harju maakond,Anija vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6583535.0,582504.0
3100180045503,29/01/2018,2,0,1,1,Ida-Viru maakond,Kohtla-Järve linn,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6589584.0,686798.0
3100220692686,28/11/2022,2,0,1,1,Ida-Viru maakond,Narva linn,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6589859.0,737907.0
3130160066234,14/09/2016,2,0,1,1,Ida-Viru maakond,Narva linn,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6589371.0,738264.0
3100220468647,09/08/2022,2,0,1,1,Ida-Viru maakond,Narva linn,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6588625.0,737906.0
3130160073965,21/10/2016,2,0,1,1,Ida-Viru maakond,Lüganuse vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6583448.0,668731.0
3100200467871,13/08/2020,2,0,1,1,Tartu maakond,Tartu linn,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6470191.0,659535.0
3100200118975,06/03/2020,2,0,1,1,Ida-Viru maakond,Narva linn,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6590100.0,737623.0
3100220523917,31/08/2022,2,0,1,1,Ida-Viru maakond,Narva linn,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6587998.0,738026.0
3110160145149,24/09/2016,2,0,1,1,Harju maakond,Saue vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6561864.0,518891.0
3100220293779,30/05/2022,2,0,1,1,Lääne-Viru maakond,Tapa vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6560360.0,620822.0
3100190685099,23/11/2019,2,0,1,1,Ida-Viru maakond,Sillamäe linn,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6589849.0,713981.0
2602130055506,06/06/2013,2,0,1,1,Tartu maakond,Tartu vald,EI,Muu liiklusõnnetus,Muu liiklusõnnetus,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6481611.0,664295.0
3130160076856,04/11/2016,2,0,1,1,Ida-Viru maakond,Kohtla-Järve linn,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6589496.2,687101.9
3100200638697,01/11/2020,2,0,1,1,Ida-Viru maakond,Toila vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6591461.0,684417.7
3100200643009,04/11/2020,2,0,1,1,Lääne-Viru maakond,Tapa vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6568355.3,609794.0
3140160002692,13/01/2016,2,0,1,1,Võru maakond,Võru vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6410328.4,680360.3
2500150002659,07/02/2015,2,0,1,1,Pärnu maakond,Põhja-Pärnumaa vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6491625.5,530062.5
3130150077277,05/11/2015,2,1,1,0,Ida-Viru maakond,Narva linn,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6592978.9,736082.8
3100190010379,05/01/2019,3,1,2,0,Ida-Viru maakond,Jõhvi vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6581997.7,698087.9
3110160184250,26/11/2016,2,1,2,0,Harju maakond,Lääne-Harju vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6565927.0,513035.7
3130140070928,14/11/2014,2,1,3,0,Ida-Viru maakond,Narva-Jõesuu linn,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6590699.1,733502.8
3100230102845,02/03/2023,2,0,1,1,Tartu maakond,Kambja vald,EI,Kokkupõrge,Kokkupõrge ees seisva sõidukiga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6457472.7,658411.0
3130160056027,03/08/2016,2,0,1,1,Ida-Viru maakond,Toila vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6587561.9,690321.6
3120150067673,21/08/2015,2,0,2,1,Tartu maakond,Tartu linn,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6475190.2,659472.0
3120150040847,05/06/2015,2,0,1,1,Tartu maakond,Tartu linn,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6475657.0,659082.1
3100180353878,06/07/2018,2,0,1,1,Ida-Viru maakond,Jõhvi vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6585367.9,693416.3
3100210190723,14/04/2021,2,0,2,1,Lääne maakond,Lääne-Nigula vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6542675.1,480946.4
3120160012217,15/02/2016,2,0,1,1,Valga maakond,Otepää vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6447179.4,651219.0
3100170122019,19/07/2017,2,0,1,1,Harju maakond,Harku vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6589045.7,528414.1
3100140033814,12/04/2014,3,0,1,2,Harju maakond,Saue vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6584161.4,533535.6
3110160101192,26/07/2016,2,0,1,1,Harju maakond,Lääne-Harju vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6574547.4,518282.8
2602130005767,18/01/2013,2,0,2,1,Põlva maakond,Põlva vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6440282.8,680515.5
3140160085390,25/12/2016,2,0,2,1,Rapla maakond,Rapla vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6542947.2,553237.0
3100180166862,13/04/2018,2,1,1,0,Lääne-Viru maakond,Rakvere vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6585372.0,635986.0
3100200118873,06/03/2020,2,1,1,0,Saare maakond,Saaremaa vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6462377.3,399659.1
3100190549978,15/09/2019,2,0,1,1,Viljandi maakond,Viljandi linn,EI,Ühesõidukiõnnetus,Kokkupõrge teevälise takistusega,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6471669.7,593494.2
3100190562973,22/09/2019,2,0,1,1,Põlva maakond,Põlva vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6445724.7,679149.4
3100230069333,11/02/2023,2,0,4,1,Harju maakond,Jõelähtme vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6590802.0,560554.0
3100200051656,29/01/2020,2,0,1,1,Pärnu maakond,Pärnu linn,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6473711.5,524310.0
2302120360625,18/12/2012,2,0,1,1,Harju maakond,Lääne-Harju vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6575610.0,523264.0
3100190348983,22/06/2019,3,0,1,2,Harju maakond,Lääne-Harju vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6582898.4,502031.1
3110150083699,14/05/2015,2,0,1,1,Harju maakond,Rae vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6583769.9,547113.5
2302120129128,12/05/2012,2,1,1,0,Harju maakond,Saku vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6570998.0,542258.0
3100200041903,23/01/2020,2,0,1,2,Tartu maakond,Tartu linn,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6470815.0,660370.0
3100200366611,02/07/2020,2,0,1,1,Lääne-Viru maakond,Rakvere linn,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6580933.0,634547.0
3100170358959,14/11/2017,2,0,1,1,Järva maakond,Paide linn,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6528522.0,589721.0
3110140044598,16/04/2014,2,0,2,1,Harju maakond,Tallinn,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6585206.0,537281.0
3120160022630,21/03/2016,3,0,2,1,Tartu maakond,Elva vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6466970.0,636790.0
3100200706236,08/12/2020,2,0,1,1,Jõgeva maakond,Mustvee vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6522690.6,669620.4
3140130065881,23/12/2013,2,0,1,1,Saare maakond,Saaremaa vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6462378.7,399654.3
3130160079710,18/11/2016,2,1,2,0,Harju maakond,Kuusalu vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6589863.0,573145.9
3100230034398,20/01/2023,2,1,1,0,Viljandi maakond,Viljandi vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6473285.0,593229.0
3100170422110,21/12/2017,2,1,1,0,Rapla maakond,Rapla vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6551080.3,545930.6
3100200097776,23/02/2020,2,0,1,1,Saare maakond,Saaremaa vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6484958.3,449835.1
3100220570814,23/09/2022,2,1,1,0,Ida-Viru maakond,Narva-Jõesuu linn,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6593623.7,732436.2
3100210491431,10/08/2021,2,1,1,0,Tartu maakond,Elva vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6450622.2,637385.6
3100180525016,13/09/2018,2,0,2,1,Harju maakond,Harku vald,EI,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6575425.3,527941.6
3100190607354,14/10/2019,2,0,1,1,Ida-Viru maakond,Jõhvi vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6585162.2,693647.7
3100180318582,20/06/2018,3,0,1,1,Viljandi maakond,Viljandi vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6490131.0,611997.1
2400170019015,09/12/2017,7,0,5,5,Ida-Viru maakond,Toila vald,EI,Kokkupõrge,Kokkupõrge ees seisva sõidukiga,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6590536.4,687826.5
3100170345266,07/11/2017,4,0,1,2,Ida-Viru maakond,Narva linn,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,6590547.0,737133.0
3100210622449,06/10/2021,3,1,1,0,Viljandi maakond,Viljandi vald,EI,Jalakäijaõnnetus,Kokkupõrge jalakäijaga,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,6462616.3,598751.5
3120140087496,27/12/2014,4,0,4,3,Valga maakond,Valga vald,EI,Kokkupõrge,Kokkupõrge vastutuleva sõidukiga,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,6406362.8,622512.8
2101240163968,07/09/2024,2,0,2,1,Tartu maakond,Tartu vald,EI,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6482334.0,659769.0
2670230007678,29/10/2023,2,0,1,1,Pärnu maakond,Pärnu linn,EI,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6471636.0,528969.0
3100220454170,04/08/2022,2,0,2,1,Tartu maakond,Tartu linn,EI,Kokkupõrge,Kokkupõrge sõidukiga küljelt,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6473852.0,657503.0
2602120019240,27/02/2012,1,0,0,1,Põlva maakond,Põlva vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6437734.0,686038.0
2101240055056,07/04/2024,1,0,2,1,Viljandi maakond,Viljandi vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6449560.0,615513.0
2101240147693,16/08/2024,1,0,2,1,Viljandi maakond,Mulgi vald,EI,Ühesõidukiõnnetus,Kokkupõrge teevälise takistusega,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6441979.0,592765.0
2101240010584,19/01/2024,1,0,1,1,Hiiu maakond,Hiiumaa vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6541909.0,424156.0
2101240191360,20/10/2024,1,0,2,1,Viljandi maakond,Viljandi vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6458131.0,607861.0
2101240091475,31/05/2024,1,0,1,1,Harju maakond,Lääne-Harju vald,EI,Ühesõidukiõnnetus,Kokkupõrge teevälise takistusega,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6561544.0,505285.0
2101240097555,08/06/2024,1,0,2,1,Harju maakond,Lääne-Harju vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6565941.0,513140.0
2402120096476,25/08/2012,1,0,1,1,Lääne-Viru maakond,Haljala vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6602096.0,637551.0
2302120249355,26/08/2012,1,0,1,1,Harju maakond,Saku vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6571096.0,539950.0
2602120118378,28/10/2012,1,0,1,1,Viljandi maakond,Põhja-Sakala vald,EI,Ühesõidukiõnnetus,Kokkupõrge teevälise takistusega,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6466457.0,575525.0
2402120115792,20/10/2012,1,0,1,1,Lääne-Viru maakond,Haljala vald,EI,Ühesõidukiõnnetus,Kokkupõrge teevälise takistusega,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6602072.0,626395.0
2101240156595,28/08/2024,2,0,2,1,Ida-Viru maakond,Toila vald,EI,Kokkupõrge,Kokkupõrge sõidukiga küljelt,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6594183.0,690356.0
2302110303841,20/12/2011,2,0,2,2,Harju maakond,Rae vald,EI,Kokkupõrge,Kokkupõrge ees liikuva sõidukiga,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6573552.0,554451.0
2602120077547,19/07/2012,1,0,1,1,Jõgeva maakond,Jõgeva vald,EI,Muu liiklusõnnetus,Muu liiklusõnnetus,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6528294.0,648836.0
2101240123524,14/07/2024,1,0,1,1,Põlva maakond,Räpina vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6460349.0,699796.0
2502120037789,27/05/2012,1,0,1,1,Saare maakond,Saaremaa vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6479995.0,408437.0
2502120036809,24/05/2012,1,0,1,1,Järva maakond,Järva vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6609289.0,541596.0
2101240168107,13/09/2024,1,0,2,1,Põlva maakond,Räpina vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6442127.0,705740.0
2101240099239,11/06/2024,1,0,1,1,Viljandi maakond,Mulgi vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6432258.0,574955.0
2101240081514,18/05/2024,1,0,1,1,Järva maakond,Türi vald,EI,Ühesõidukiõnnetus,Kokkupõrge teevälise takistusega,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6519455.0,569277.0
2101240039256,12/03/2024,1,0,1,1,Võru maakond,Võru vald,EI,Ühesõidukiõnnetus,Kokkupõrge teevälise takistusega,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6411783.0,684037.0
2101240064330,22/04/2024,1,0,1,1,Harju maakond,Kose vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6556468.0,568791.0
2101240140547,06/08/2024,1,0,1,1,Harju maakond,Kuusalu vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6609968.0,595237.0
2502120082816,29/09/2012,1,0,1,1,Saare maakond,Saaremaa vald,EI,Ühesõidukiõnnetus,Sõiduki teelt väljasõit,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6480840.0,416981.0
2302120102707,18/04/2012,1,0,1,1,Harju maakond,Lääne-Harju vald,EI,Ühesõidukiõnnetus,Kokkupõrge teevälise takistusega,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6582605.0,513578.0
2602120078778,21/07/2012,1,0,0,2,Võru maakond,Võru vald,EI,Ühesõidukiõnnetus,Kokkupõrge teevälise takistusega,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6403220.0,697184.0
